CURRENT_ENERGY_RATING,below_c,LODGEMENT_DATE,PROPERTY_TYPE,BUILT_FORM,AGE_BAND_CLEAN,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,MAIN_FUEL_CAT,GLAZED_AREA,WALL_CATEGORY,ROOF_CATEGORY,WINDOW_CATEGORY,HEATING_CATEGORY,LOW_ENERGY_LIGHTING,MECHANICAL_VENTILATION,REPORT_TYPE,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,FLOOR_HEIGHT
D,1,2024-08-15,House,Mid-Terrace,before 1900,69.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,78.0,natural,100,0.0,N,2.55
D,1,2024-08-15,Maisonette,Detached,1967-1975,46.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.4
C,0,2024-08-15,House,Mid-Terrace,2007-2011,69.0,4.0,Mains gas,Normal,Insulated,Other/unknown,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2024-08-16,House,Mid-Terrace,before 1900,142.0,7.0,Mains gas,Normal,Insulated,300+ mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,1.0
E,1,2024-08-16,House,Detached,before 1900,301.0,10.0,Mains gas,Normal,No insulation,No insulation,Partial/mostly double glazing,Gas boiler,66.0,natural,100,0.0,N,2.72
C,0,2024-08-16,Flat,Mid-Terrace,1967-1975,42.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,33.0,natural,100,0.0,N,2.51
E,1,2024-08-16,House,End-Terrace,before 1900,166.0,7.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,95.0,natural,100,0.0,N,2.7
D,1,2024-08-16,House,Semi-Detached,1983-1990,86.0,4.0,Electricity,Normal,Insulated,100-199 mm,Full double glazing,Other heating,100.0,natural,100,0.0,N,2.4
B,0,2024-08-16,Flat,Detached,2007-2011,57.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,63.0,natural,100,10.0,N,2.37
C,0,2024-08-16,House,Semi-Detached,1930-1949,97.0,5.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.57
C,0,2024-08-16,Flat,Mid-Terrace,1900-1929,30.0,2.0,Electricity,Normal,No insulation,No exposed roof / premises above,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.3
C,0,2024-08-16,House,Mid-Terrace,before 1900,69.0,6.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
C,0,2024-08-16,Flat,Mid-Terrace,1950-1966,62.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.46
C,0,2024-08-16,House,Mid-Terrace,1900-1929,50.0,3.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
D,1,2024-08-16,Bungalow,End-Terrace,1950-1966,37.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.45
C,0,2024-08-16,House,Detached,2003-2006,87.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.37
C,0,2024-08-16,Maisonette,Mid-Terrace,1950-1966,82.0,4.0,Mains gas,More Than Typical,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,78.0,natural,100,0.0,N,2.45
E,1,2024-08-16,House,Mid-Terrace,before 1900,59.0,4.0,Mains gas,Normal,No insulation,<100 mm,Single glazing,Gas boiler,56.0,natural,100,0.0,N,2.49
C,0,2024-08-16,House,Semi-Detached,1930-1949,78.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
D,1,2024-08-17,Flat,Semi-Detached,before 1900,80.0,3.0,Mains gas,Normal,No insulation,100-199 mm,Secondary glazing,Gas boiler,29.0,natural,100,0.0,N,2.74
D,1,2024-08-17,Bungalow,Detached,1930-1949,79.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.41
C,0,2024-08-18,Maisonette,Mid-Terrace,1976-1982,78.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.4
D,1,2024-08-18,Flat,Semi-Detached,1950-1966,46.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2024-08-18,Flat,Detached,1976-1982,40.0,2.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
C,0,2024-08-18,Flat,Detached,1976-1982,37.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.35
C,0,2024-08-18,Flat,Detached,1976-1982,37.0,2.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
D,1,2024-08-18,House,Mid-Terrace,before 1900,97.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Secondary glazing,Gas boiler,89.0,natural,100,0.0,N,2.5
C,0,2024-08-18,House,Mid-Terrace,before 1900,78.0,5.0,Mains gas,Normal,No insulation,300+ mm,Secondary glazing,Gas boiler,89.0,natural,100,0.0,N,2.5
C,0,2024-08-18,Flat,Detached,1976-1982,40.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.35
C,0,2024-08-18,Flat,Detached,1976-1982,40.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
C,0,2024-08-18,House,Semi-Detached,2003-2006,54.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.33
C,0,2024-08-18,Flat,Detached,1976-1982,40.0,2.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.35
C,0,2024-08-18,House,End-Terrace,1991-1995,60.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.38
D,1,2024-08-19,Flat,Semi-Detached,1930-1949,42.0,3.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.61
C,0,2024-08-19,House,Mid-Terrace,1900-1929,70.0,3.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.57
D,1,2024-08-19,House,Semi-Detached,before 1900,56.0,2.0,Mains gas,Normal,No insulation,200-299 mm,Secondary glazing,Gas boiler,67.0,natural,100,0.0,N,2.33
C,0,2024-08-19,House,Semi-Detached,1950-1966,79.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
C,0,2024-08-19,House,Mid-Terrace,1930-1949,75.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2024-08-19,House,End-Terrace,1976-1982,72.0,3.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.4
C,0,2024-08-19,Flat,Semi-Detached,before 1900,36.0,2.0,Mains gas,Normal,No insulation,100-199 mm,Secondary glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
D,1,2024-08-19,Maisonette,Semi-Detached,before 1900,36.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Secondary glazing,Gas boiler,80.0,natural,100,0.0,N,2.33
C,0,2024-08-19,House,Mid-Terrace,before 1900,65.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
D,1,2024-08-19,Flat,Detached,1976-1982,30.0,2.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.33
D,1,2024-08-19,House,Semi-Detached,1976-1982,72.0,3.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.4
C,0,2024-08-19,House,Semi-Detached,2003-2006,83.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2024-08-19,House,Semi-Detached,1930-1949,84.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2024-08-19,Bungalow,Semi-Detached,1991-1995,64.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2024-08-19,House,Mid-Terrace,before 1900,77.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.54
D,1,2024-08-19,House,Semi-Detached,1967-1975,76.0,4.0,Electricity,Normal,Insulated,100-199 mm,Full double glazing,Other heating,100.0,natural,100,0.0,N,2.37
B,0,2024-08-19,Flat,Detached,2007-2011,57.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
D,1,2024-08-19,House,Mid-Terrace,before 1900,85.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Secondary glazing,Gas boiler,89.0,natural,100,0.0,N,2.5
C,0,2024-08-19,Maisonette,Enclosed End-Terrace,1983-1990,52.0,2.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.39
D,1,2024-08-19,House,Detached,1967-1975,176.0,7.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,72.0,natural,100,0.0,N,2.36
E,1,2024-08-19,House,Semi-Detached,1900-1929,165.0,6.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Electric underfloor,100.0,natural,100,0.0,N,1.5
B,0,2024-08-19,Flat,Mid-Terrace,2012 onwards,51.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,86.0,natural,100,0.0,N,2.37
D,1,2024-08-19,House,Detached,1996-2002,82.0,4.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,0.0,natural,100,0.0,N,2.27
D,1,2024-08-19,Flat,Detached,1976-1982,30.0,2.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
B,0,2024-08-20,Flat,Detached,1976-1982,72.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2024-08-20,Flat,Mid-Terrace,1900-1929,62.0,4.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
D,1,2024-08-20,House,Mid-Terrace,1900-1929,71.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Single glazing,Gas boiler,86.0,natural,100,0.0,N,2.35
D,1,2024-08-20,House,Mid-Terrace,before 1900,66.0,5.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
C,0,2024-08-20,House,Detached,1976-1982,83.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.36
C,0,2024-08-20,House,Semi-Detached,1950-1966,103.0,7.0,Mains gas,Normal,Insulated,<100 mm,Full double glazing,Gas boiler,84.0,natural,100,0.0,N,2.39
D,1,2024-08-21,House,Mid-Terrace,1900-1929,83.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,73.0,natural,100,0.0,N,2.43
B,0,2024-08-21,Flat,Semi-Detached,2012 onwards,78.0,,Unknown,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
D,1,2024-08-21,House,End-Terrace,before 1900,87.0,5.0,Mains gas,Normal,No insulation,No insulation,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2024-08-21,House,Detached,1950-1966,184.0,8.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,78.0,natural,100,0.0,N,2.37
B,0,2024-08-21,Flat,Semi-Detached,2012 onwards,50.0,,Unknown,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
C,0,2024-08-21,Flat,Semi-Detached,1950-1966,63.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
B,0,2024-08-21,Flat,Semi-Detached,2012 onwards,54.0,,Unknown,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
F,1,2024-08-21,House,Mid-Terrace,before 1900,72.0,4.0,Other,Normal,No insulation,<100 mm,Full double glazing,Electric room/resistance heating,40.0,natural,100,0.0,N,2.61
D,1,2024-08-21,Maisonette,Mid-Terrace,1950-1966,74.0,4.0,Mains gas,More Than Typical,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2024-08-21,House,Semi-Detached,2003-2006,69.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
C,0,2024-08-21,House,End-Terrace,1976-1982,89.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,Y,2.35
C,0,2024-08-21,House,Mid-Terrace,1900-1929,114.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.7
B,0,2024-08-21,House,Semi-Detached,2012 onwards,59.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,75.0,Unknown,101,,Unknown,2.33
C,0,2024-08-21,House,End-Terrace,1950-1966,82.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.43
B,0,2024-08-21,Flat,Semi-Detached,2012 onwards,54.0,,Unknown,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
B,0,2024-08-21,Flat,Semi-Detached,2012 onwards,55.0,,Unknown,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
C,0,2024-08-21,Flat,Mid-Terrace,1900-1929,44.0,2.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.7
C,0,2024-08-22,Flat,Mid-Terrace,2007-2011,101.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2024-08-22,House,Detached,1991-1995,79.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.39
C,0,2024-08-22,Bungalow,Detached,2012 onwards,63.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Heat pump,100.0,Unknown,101,,Unknown,2.62
D,1,2024-08-22,House,Mid-Terrace,1900-1929,62.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
D,1,2024-08-22,House,End-Terrace,before 1900,139.0,7.0,Mains gas,More Than Typical,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,83.0,natural,100,0.0,N,2.7
D,1,2024-08-22,Bungalow,End-Terrace,1950-1966,41.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.45
B,0,2024-08-22,House,Semi-Detached,2012 onwards,85.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Heat pump,100.0,Unknown,101,,Unknown,2.38
B,0,2024-08-22,House,End-Terrace,2012 onwards,85.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Heat pump,100.0,Unknown,101,,Unknown,2.38
D,1,2024-08-22,House,Mid-Terrace,before 1900,81.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
C,0,2024-08-22,House,Semi-Detached,1950-1966,82.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2024-08-22,Flat,Mid-Terrace,1967-1975,42.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,20.0,natural,100,0.0,N,2.44
B,0,2024-08-22,Flat,Enclosed Mid-Terrace,2007-2011,30.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric underfloor,54.0,natural,100,0.0,N,2.39
B,0,2024-08-22,House,Mid-Terrace,2012 onwards,71.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Heat pump,100.0,Unknown,101,,Unknown,2.38
D,1,2024-08-22,House,Mid-Terrace,1950-1966,122.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.45
D,1,2024-08-22,House,Mid-Terrace,before 1900,88.0,6.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
D,1,2024-08-22,House,Mid-Terrace,before 1900,71.0,5.0,Mains gas,Normal,No insulation,No insulation,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.51
C,0,2024-08-23,House,Semi-Detached,1983-1990,91.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
B,0,2024-08-23,Flat,Semi-Detached,2012 onwards,81.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
C,0,2024-08-23,House,Mid-Terrace,1950-1966,104.0,6.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2024-08-23,House,Mid-Terrace,1900-1929,60.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.58
C,0,2024-08-23,House,Semi-Detached,1930-1949,68.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
C,0,2024-08-23,Flat,End-Terrace,2012 onwards,69.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.34
C,0,2024-08-23,Flat,Detached,1930-1949,42.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
C,0,2024-08-23,House,Semi-Detached,1930-1949,82.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,55.0,natural,100,0.0,N,2.4
B,0,2024-08-23,Flat,Semi-Detached,2012 onwards,81.0,,Unknown,Unknown,Modern/quantified,No exposed roof / premises above,High-performance glazing,Community heating,100.0,Unknown,101,,Unknown,2.5
C,0,2024-08-23,Flat,Mid-Terrace,1950-1966,39.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.39
C,0,2024-08-23,Flat,End-Terrace,2007-2011,49.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,83.0,natural,100,0.0,Y,2.7
C,0,2024-08-23,Flat,Semi-Detached,2007-2011,52.0,2.0,Mains gas,More Than Typical,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.95
C,0,2024-08-23,House,Semi-Detached,1950-1966,90.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.45
D,1,2024-08-23,Maisonette,End-Terrace,before 1900,88.0,4.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Single glazing,Gas boiler,100.0,natural,100,0.0,N,2.1
D,1,2024-08-23,Flat,Semi-Detached,1967-1975,62.0,4.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2024-08-23,Flat,Mid-Terrace,1967-1975,53.0,2.0,Mains gas,Normal,Insulated,Limited insulation,Full double glazing,Gas boiler,33.0,natural,100,0.0,N,2.31
C,0,2024-08-23,Flat,End-Terrace,2007-2011,50.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.29
C,0,2024-08-23,Flat,Semi-Detached,2007-2011,52.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.3
C,0,2024-08-23,Flat,Mid-Terrace,2007-2011,53.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.29
C,0,2024-08-23,Flat,Detached,1967-1975,53.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
C,0,2024-08-23,Flat,End-Terrace,2007-2011,49.0,2.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.31
C,0,2024-08-23,Flat,Mid-Terrace,2003-2006,77.0,3.0,Mains gas,Normal,Insulated,Insulated - unspecified,Secondary glazing,Gas boiler,100.0,natural,100,0.0,N,2.9
C,0,2024-08-23,Flat,Mid-Terrace,2003-2006,59.0,3.0,Mains gas,Normal,Insulated,Insulated - unspecified,Secondary glazing,Gas boiler,100.0,natural,100,0.0,N,2.9
D,1,2024-08-24,House,Detached,before 1900,313.0,10.0,Mains gas,Normal,No insulation,Insulated - unspecified,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.45
D,1,2024-08-24,House,End-Terrace,1976-1982,79.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
D,1,2024-08-26,Flat,End-Terrace,1976-1982,61.0,3.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,60.0,natural,100,0.0,N,2.35
D,1,2024-08-26,House,Mid-Terrace,1900-1929,76.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.49
C,0,2024-08-26,House,Mid-Terrace,before 1900,75.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
C,0,2024-08-26,Flat,Mid-Terrace,before 1900,19.0,1.0,Electricity,Normal,No insulation,200-299 mm,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.4
D,1,2024-08-27,House,End-Terrace,1950-1966,82.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
D,1,2024-08-27,Flat,Mid-Terrace,before 1900,28.0,1.0,Electricity,Normal,No insulation,300+ mm,Full double glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.4
C,0,2024-08-27,Maisonette,Semi-Detached,1950-1966,62.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2024-08-27,Flat,Semi-Detached,2007-2011,84.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,57.0,natural,100,0.0,N,2.28
C,0,2024-08-27,House,Semi-Detached,1967-1975,73.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.33
C,0,2024-08-27,House,End-Terrace,1996-2002,110.0,4.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.31
B,0,2024-08-28,House,Mid-Terrace,1950-1966,127.0,7.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,,N,2.36
C,0,2024-08-28,House,Semi-Detached,1950-1966,89.0,7.0,Mains gas,Normal,Insulated,Other/unknown,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
D,1,2024-08-28,House,Mid-Terrace,1930-1949,89.0,5.0,Mains gas,Normal,Insulated,No insulation,Full double glazing,Gas boiler,40.0,natural,100,0.0,N,2.45
C,0,2024-08-28,House,Detached,1967-1975,177.0,7.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.32
D,1,2024-08-28,Bungalow,Detached,1983-1990,59.0,3.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.27
D,1,2024-08-28,Flat,Detached,1967-1975,46.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,"mechanical, extract only",100,0.0,N,2.17
E,1,2024-08-28,Flat,Semi-Detached,1991-1995,64.0,3.0,Electricity,Normal,Insulated,Insulated - unspecified,Partial/mostly double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.34
A,0,2024-08-28,House,Detached,2012 onwards,176.0,6.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,,N,2.35
D,1,2024-08-28,House,End-Terrace,before 1900,88.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.46
D,1,2024-08-28,House,Detached,1967-1975,150.0,5.0,Mains gas,Normal,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.31
D,1,2024-08-28,Flat,End-Terrace,2012 onwards,64.0,3.0,Electricity,Normal,Insulated,Insulated - unspecified,Full double glazing,Electric room/resistance heating,86.0,natural,100,0.0,N,2.19
D,1,2024-08-28,House,Mid-Terrace,1900-1929,90.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.26
C,0,2024-08-29,House,Semi-Detached,1930-1949,70.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
D,1,2024-08-29,House,Detached,1967-1975,123.0,5.0,Mains gas,More Than Typical,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.37
D,1,2024-08-29,House,Semi-Detached,1930-1949,97.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,56.0,natural,100,0.0,N,2.48
C,0,2024-08-29,House,End-Terrace,1976-1982,98.0,6.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,91.0,natural,100,0.0,N,2.4
D,1,2024-08-29,Bungalow,Detached,1967-1975,67.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
