CURRENT_ENERGY_RATING,below_c,LODGEMENT_DATE,PROPERTY_TYPE,BUILT_FORM,AGE_BAND_CLEAN,TOTAL_FLOOR_AREA,NUMBER_HABITABLE_ROOMS,MAIN_FUEL_CAT,GLAZED_AREA,WALL_CATEGORY,ROOF_CATEGORY,WINDOW_CATEGORY,HEATING_CATEGORY,LOW_ENERGY_LIGHTING,MECHANICAL_VENTILATION,REPORT_TYPE,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,FLOOR_HEIGHT
C,0,2024-08-30,House,Semi-Detached,2012 onwards,104.0,,Electricity,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Electric room/resistance heating,100.0,Unknown,101,,Unknown,2.4
C,0,2024-08-30,Flat,Detached,1950-1966,44.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.44
C,0,2024-08-30,House,Mid-Terrace,1930-1949,73.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.5
B,0,2024-08-30,House,Semi-Detached,2012 onwards,79.0,,Mains gas,Unknown,Modern/quantified,Modern/quantified,High-performance glazing,Gas boiler,100.0,Unknown,101,,Unknown,2.33
D,1,2024-08-30,House,Detached,1967-1975,79.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.28
C,0,2024-08-30,House,End-Terrace,1930-1949,70.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.48
C,0,2024-08-30,Flat,End-Terrace,1967-1975,69.0,4.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.35
C,0,2024-08-30,House,End-Terrace,1950-1966,73.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2024-08-30,Flat,Mid-Terrace,1930-1949,61.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
F,1,2024-08-30,House,Semi-Detached,1950-1966,116.0,5.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.37
C,0,2024-08-30,Flat,Semi-Detached,1950-1966,56.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Other heating,0.0,natural,100,0.0,N,2.37
C,0,2024-08-30,Flat,Mid-Terrace,1930-1949,59.0,3.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.45
C,0,2024-08-30,House,Mid-Terrace,1930-1949,84.0,5.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
C,0,2024-08-30,Flat,Enclosed Mid-Terrace,2003-2006,48.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,"mechanical, supply and extract",100,0.0,N,2.25
D,1,2024-08-31,Bungalow,Mid-Terrace,1983-1990,45.0,2.0,Gas - community,Normal,Insulated,200-299 mm,Full double glazing,Community heating,80.0,natural,100,0.0,N,2.34
D,1,2024-08-31,House,Mid-Terrace,1900-1929,77.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.62
C,0,2024-08-31,Flat,Semi-Detached,1930-1949,59.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.47
C,0,2024-08-31,Maisonette,Mid-Terrace,1976-1982,46.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.38
C,0,2024-08-31,Flat,Semi-Detached,1967-1975,71.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.36
C,0,2024-08-31,House,Semi-Detached,1930-1949,77.0,5.0,Mains gas,More Than Typical,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
B,0,2024-09-01,Flat,Mid-Terrace,2007-2011,65.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Heat pump,100.0,natural,100,0.0,N,2.41
C,0,2024-09-01,Flat,Semi-Detached,2012 onwards,56.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.27
E,1,2024-09-02,Flat,Semi-Detached,1950-1966,60.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2024-09-02,House,Semi-Detached,1950-1966,82.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
C,0,2024-09-02,Maisonette,Mid-Terrace,1967-1975,75.0,4.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
C,0,2024-09-02,House,End-Terrace,1976-1982,85.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,55.0,natural,100,0.0,N,2.34
C,0,2024-09-02,Flat,Mid-Terrace,1950-1966,29.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,29.0,natural,100,0.0,N,2.33
D,1,2024-09-02,House,Mid-Terrace,before 1900,78.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
C,0,2024-09-02,House,Mid-Terrace,1950-1966,87.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.45
C,0,2024-09-02,Maisonette,Mid-Terrace,1950-1966,82.0,4.0,Mains gas,More Than Typical,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.44
C,0,2024-09-02,Maisonette,Semi-Detached,1983-1990,57.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2024-09-02,Flat,Enclosed End-Terrace,2003-2006,44.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric storage heaters,80.0,natural,100,0.0,N,2.26
C,0,2024-09-02,Bungalow,Mid-Terrace,1983-1990,49.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,40.0,natural,100,0.0,N,2.33
D,1,2024-09-02,Flat,Semi-Detached,1950-1966,60.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.27
C,0,2024-09-02,Flat,End-Terrace,1950-1966,44.0,2.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
D,1,2024-09-03,House,Semi-Detached,1930-1949,106.0,6.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2024-09-03,Flat,Semi-Detached,1983-1990,53.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.34
B,0,2024-09-03,House,Mid-Terrace,2007-2011,130.0,6.0,Mains gas,Normal,Insulated,Other/unknown,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.4
D,1,2024-09-03,House,Mid-Terrace,before 1900,81.0,5.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
C,0,2024-09-03,House,Mid-Terrace,1950-1966,65.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.47
C,0,2024-09-03,House,Semi-Detached,1967-1975,74.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,22.0,natural,100,0.0,N,2.36
C,0,2024-09-03,House,Mid-Terrace,1900-1929,59.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.52
D,1,2024-09-03,Flat,Mid-Terrace,2007-2011,69.0,3.0,Electricity,Normal,Insulated,No exposed roof / premises above,Single glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.8
D,1,2024-09-03,House,Semi-Detached,1976-1982,86.0,4.0,Mains gas,Normal,Partial/limited insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.33
G,1,2024-09-04,House,Mid-Terrace,before 1900,78.0,5.0,Other,Normal,No insulation,No insulation,Full double glazing,Electric room/resistance heating,38.0,natural,100,0.0,N,2.55
D,1,2024-09-04,House,Semi-Detached,1950-1966,72.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.48
D,1,2024-09-04,House,End-Terrace,1900-1929,78.0,4.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2024-09-04,Flat,Detached,1967-1975,71.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.37
C,0,2024-09-04,House,Mid-Terrace,before 1900,67.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,60.0,natural,100,0.0,N,2.46
E,1,2024-09-04,House,Mid-Terrace,before 1900,72.0,4.0,Electricity,Normal,No insulation,200-299 mm,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.65
D,1,2024-09-04,Flat,Semi-Detached,1950-1966,63.0,3.0,Gas - community,Normal,No insulation,No exposed roof / premises above,Full double glazing,Community heating,100.0,"mechanical, supply and extract",100,0.0,N,2.29
C,0,2024-09-04,Flat,Semi-Detached,1950-1966,63.0,3.0,Gas - community,Normal,Insulated,No exposed roof / premises above,Full double glazing,Community heating,13.0,"mechanical, supply and extract",100,0.0,N,2.31
C,0,2024-09-04,Flat,Mid-Terrace,1950-1966,56.0,3.0,Mains gas,More Than Typical,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
D,1,2024-09-04,Flat,Semi-Detached,1930-1949,59.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
C,0,2024-09-04,House,Mid-Terrace,1930-1949,53.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,50.0,natural,100,0.0,N,2.5
C,0,2024-09-04,House,Semi-Detached,1950-1966,96.0,6.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.41
C,0,2024-09-04,House,Semi-Detached,1930-1949,71.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.47
C,0,2024-09-04,Flat,Mid-Terrace,1950-1966,56.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,83.0,natural,100,0.0,N,2.45
D,1,2024-09-04,House,End-Terrace,before 1900,97.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Partial/mostly double glazing,Gas boiler,75.0,natural,100,0.0,N,2.55
D,1,2024-09-04,House,End-Terrace,before 1900,96.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.67
C,0,2024-09-04,Flat,Mid-Terrace,1950-1966,59.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.44
C,0,2024-09-04,House,Semi-Detached,1950-1966,84.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,18.0,natural,100,0.0,N,2.46
C,0,2024-09-04,House,End-Terrace,2003-2006,61.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,75.0,natural,100,0.0,N,2.33
C,0,2024-09-05,House,Mid-Terrace,1967-1975,81.0,4.0,Mains gas,Normal,Partial/limited insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.3
D,1,2024-09-05,House,Mid-Terrace,1930-1949,74.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.26
C,0,2024-09-05,Flat,Mid-Terrace,1976-1982,50.0,2.0,Mains gas,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2024-09-05,House,Semi-Detached,1950-1966,114.0,8.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,92.0,natural,100,0.0,N,2.46
D,1,2024-09-05,Flat,Mid-Terrace,1900-1929,38.0,2.0,Gas - community,Normal,No insulation,No exposed roof / premises above,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.7
B,0,2024-09-05,Flat,Enclosed Mid-Terrace,2007-2011,44.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,100.0,natural,100,0.0,N,2.27
C,0,2024-09-05,Flat,Semi-Detached,2012 onwards,32.0,2.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.56
C,0,2024-09-05,Flat,Mid-Terrace,1976-1982,36.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,89.0,natural,100,0.0,N,2.44
D,1,2024-09-05,House,Detached,1930-1949,97.0,6.0,Mains gas,Normal,No insulation,Insulated - unspecified,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.41
D,1,2024-09-05,House,Mid-Terrace,before 1900,77.0,5.0,Mains gas,Normal,No insulation,<100 mm,Full double glazing,Gas warm-air/room heating,40.0,natural,100,0.0,N,2.64
C,0,2024-09-06,House,Detached,2003-2006,125.0,7.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,72.0,natural,100,0.0,N,1.0
D,1,2024-09-06,Bungalow,Enclosed End-Terrace,1976-1982,49.0,2.0,Gas - community,Normal,Insulated,300+ mm,Full double glazing,Community heating,75.0,natural,100,0.0,N,2.34
D,1,2024-09-06,House,Mid-Terrace,before 1900,72.0,5.0,Mains gas,Normal,No insulation,No insulation,Partial/mostly double glazing,Gas boiler,73.0,natural,100,0.0,N,2.55
C,0,2024-09-06,House,Mid-Terrace,1967-1975,76.0,4.0,Mains gas,Normal,Partial/limited insulation,Limited insulation,Full double glazing,Gas boiler,80.0,natural,100,0.0,N,2.34
C,0,2024-09-06,House,End-Terrace,1930-1949,71.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.5
D,1,2024-09-06,Flat,Semi-Detached,1930-1949,57.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2024-09-06,Bungalow,End-Terrace,1983-1990,48.0,2.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,20.0,natural,100,0.0,N,2.34
C,0,2024-09-06,House,Mid-Terrace,1950-1966,86.0,5.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
D,1,2024-09-06,House,Mid-Terrace,before 1900,62.0,4.0,Mains gas,Normal,No insulation,Insulated - unspecified,Single glazing,Gas boiler,100.0,natural,100,0.0,N,2.46
D,1,2024-09-06,Flat,Mid-Terrace,1930-1949,62.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Partial/mostly double glazing,Gas warm-air/room heating,0.0,natural,100,0.0,N,2.48
C,0,2024-09-06,Flat,Mid-Terrace,before 1900,27.0,1.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.26
C,0,2024-09-06,House,Mid-Terrace,1950-1966,89.0,5.0,Mains gas,Normal,Partial/limited insulation,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.39
D,1,2024-09-06,House,End-Terrace,before 1900,71.0,5.0,Mains gas,Normal,No insulation,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.42
D,1,2024-09-06,House,End-Terrace,1930-1949,70.0,4.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,58.0,natural,100,0.0,N,2.49
D,1,2024-09-06,House,End-Terrace,1900-1929,73.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,44.0,natural,100,0.0,Y,2.42
C,0,2024-09-06,Bungalow,Detached,1983-1990,61.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2024-09-07,Flat,Mid-Terrace,1976-1982,48.0,2.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,71.0,natural,100,0.0,N,2.4
C,0,2024-09-07,Flat,Detached,1996-2002,64.0,2.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.36
D,1,2024-09-07,Flat,Detached,1976-1982,47.0,2.0,Gas - community,Normal,Insulated,100-199 mm,Full double glazing,Community heating,100.0,natural,100,0.0,N,2.4
C,0,2024-09-07,Flat,Semi-Detached,2012 onwards,52.0,2.0,Electricity,Normal,Insulated,No exposed roof / premises above,High-performance glazing,Electric room/resistance heating,83.0,"mechanical, extract only",100,0.0,N,2.68
E,1,2024-09-07,House,End-Terrace,before 1900,159.0,6.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.7
D,1,2024-09-07,House,Mid-Terrace,before 1900,72.0,4.0,Mains gas,Normal,No insulation,300+ mm,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.61
F,1,2024-09-07,House,Mid-Terrace,before 1900,73.0,4.0,Electricity,Normal,No insulation,No insulation,Full double glazing,Electric storage heaters,88.0,natural,100,0.0,N,2.53
C,0,2024-09-07,House,Mid-Terrace,before 1900,67.0,4.0,Mains gas,Normal,No insulation,100-199 mm,Partial/mostly double glazing,Gas boiler,100.0,natural,100,0.0,N,2.67
C,0,2024-09-08,House,Semi-Detached,1950-1966,108.0,7.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.43
D,1,2024-09-09,House,Semi-Detached,before 1900,257.0,10.0,Mains gas,Normal,No insulation,200-299 mm,Single glazing,Gas boiler,64.0,natural,100,0.0,N,1.97
C,0,2024-09-09,Flat,Mid-Terrace,1976-1982,25.0,1.0,Electricity,Normal,Partial/limited insulation,No exposed roof / premises above,Full double glazing,Electric room/resistance heating,60.0,natural,100,0.0,N,2.3
D,1,2024-09-09,House,End-Terrace,1950-1966,73.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,90.0,natural,100,0.0,N,2.45
C,0,2024-09-09,House,Mid-Terrace,1983-1990,89.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Partial/mostly double glazing,Gas boiler,75.0,natural,100,0.0,N,2.3
D,1,2024-09-09,House,Semi-Detached,1983-1990,55.0,4.0,Electricity,Normal,Insulated,Insulated - unspecified,Single glazing,Electric storage heaters,100.0,natural,100,0.0,N,2.34
C,0,2024-09-09,Flat,Detached,1983-1990,73.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.2
C,0,2024-09-09,Flat,End-Terrace,1967-1975,65.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.44
C,0,2024-09-09,Flat,Semi-Detached,1930-1949,57.0,2.0,Mains gas,Normal,No insulation,100-199 mm,Full double glazing,Gas boiler,25.0,natural,100,0.0,N,2.52
C,0,2024-09-09,Maisonette,End-Terrace,1967-1975,80.0,4.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,67.0,natural,100,0.0,N,2.3
C,0,2024-09-10,House,Semi-Detached,1983-1990,86.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2024-09-10,Flat,Detached,1967-1975,70.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,13.0,natural,100,0.0,N,2.42
C,0,2024-09-10,House,Mid-Terrace,1900-1929,72.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,78.0,natural,100,0.0,Y,2.49
C,0,2024-09-10,House,Semi-Detached,1930-1949,73.0,4.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,94.0,natural,100,0.0,N,2.46
C,0,2024-09-10,House,Detached,1996-2002,102.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
D,1,2024-09-10,House,Mid-Terrace,1950-1966,86.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,Y,2.44
D,1,2024-09-10,House,Semi-Detached,1930-1949,108.0,5.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
C,0,2024-09-10,House,End-Terrace,2003-2006,118.0,6.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,93.0,natural,100,0.0,N,2.36
C,0,2024-09-10,Flat,Semi-Detached,1930-1949,60.0,3.0,Mains gas,Normal,Insulated,No exposed roof / premises above,Full double glazing,Gas boiler,86.0,natural,100,0.0,N,2.55
B,0,2024-09-10,House,Detached,1950-1966,132.0,6.0,Mains gas,Normal,Insulated,300+ mm,Full double glazing,Gas boiler,100.0,natural,100,40.0,N,2.34
D,1,2024-09-10,House,End-Terrace,1930-1949,69.0,4.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,78.0,natural,100,0.0,Y,2.49
C,0,2024-09-10,Flat,Mid-Terrace,1930-1949,82.0,4.0,Mains gas,Normal,No insulation,No exposed roof / premises above,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.37
C,0,2024-09-10,Maisonette,Semi-Detached,1950-1966,62.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,88.0,natural,100,0.0,N,2.44
C,0,2024-09-10,Flat,Detached,1967-1975,64.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,63.0,natural,100,0.0,N,2.45
C,0,2024-09-10,Flat,Detached,2003-2006,56.0,3.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.38
C,0,2024-09-11,House,Semi-Detached,1950-1966,77.0,3.0,Mains gas,Normal,Insulated,100-199 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.32
C,0,2024-09-11,House,Mid-Terrace,before 1900,65.0,4.0,Mains gas,Normal,No insulation,Other/unknown,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.34
C,0,2024-09-11,House,End-Terrace,1950-1966,89.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.41
D,1,2024-09-11,Bungalow,Detached,1950-1966,76.0,4.0,Mains gas,More Than Typical,Insulated,200-299 mm,Full double glazing,Gas boiler,92.0,natural,100,0.0,N,2.51
C,0,2024-09-11,House,Semi-Detached,1950-1966,82.0,5.0,Mains gas,Normal,Insulated,Insulated - unspecified,Full double glazing,Gas boiler,64.0,natural,100,0.0,N,2.42
D,1,2024-09-11,House,Mid-Terrace,before 1900,70.0,4.0,Mains gas,Normal,No insulation,No insulation,Full double glazing,Gas boiler,100.0,natural,100,0.0,N,2.62
D,1,2024-09-11,House,Semi-Detached,1930-1949,104.0,5.0,Mains gas,Normal,Insulated,200-299 mm,Full double glazing,Gas boiler,36.0,natural,100,0.0,N,2.47
